date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:41:54	6658/6658	---M--	200	added ('OK')	image/png	etag:%221a02-65a8b4e1-f244df29a5d89e75;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/icon-mail.png	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/icon-mail.png	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/index.html)
21:41:54	88145/88145	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215851-65a8b52d-a568a1dbab4c8be5;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/jquery.min.js	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/jquery.min.js	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/index.html)
21:41:55	58072/58072	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e2d8-65a8b529-10085a4bcb26d78e;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/bootstrap.min.js	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/bootstrap.min.js	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/index.html)
21:41:55	107961/107961	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a5b9-65a8b534-3fc355e51c448e30;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/TweenMax.min.js	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/TweenMax.min.js	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/index.html)
21:41:55	51654/51654	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c9c6-65a8b52e-632b769dfe143ecf;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/moment.min.js	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/moment.min.js	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/index.html)
21:41:55	38264/38264	---M-Z	200	added ('OK')	application/x-javascript	etag:%229578-65a8b524-af059328f4257c3a;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/bootstrap-datetimepicker.min.js	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/bootstrap-datetimepicker.min.js	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/index.html)
21:41:56	42863/42863	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a76f-65a8b530-6fabca4bcc78bf8c;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/slick.min.js	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/slick.min.js	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/index.html)
21:41:56	262759/262759	---M-Z	200	added ('OK')	application/x-javascript	etag:%2240267-65a8b532-a9f9bf0da2f86c8f;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/swiper.js	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/swiper.js	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/index.html)
21:41:56	8415/8415	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220df-65a8b534-905f7d7f8c728470;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/wow.min.js	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/wow.min.js	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/index.html)
21:41:56	9471/9471	---M-Z	200	added ('OK')	application/x-javascript	etag:%2224ff-65a8b52b-9c5c6ddfbb98d1a3;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/custom.js	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/custom.js	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/index.html)
21:41:57	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-65a8b46c-120ac7d31ab872c7;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/fonts/fontawesome-webfont.eot?v=4.3.0	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/fonts/fontawesome-webfonte0a5.eot	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/font-awesome.min.css)
21:41:57	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-65a8b46c-120ac7d31ab872c7;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/fonts/fontawesome-webfont.eot?	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/fonts/fontawesome-webfontd41d.eot	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/font-awesome.min.css)
21:41:57	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-65a8b473-c2ced46df31e1d4;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/fonts/fontawesome-webfont.woff2?v=4.3.0	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/fonts/fontawesome-webfonte0a5.woff2	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/font-awesome.min.css)
21:41:57	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-65a8b471-d915fcdaf4ed0736;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/fonts/fontawesome-webfont.woff?v=4.3.0	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/fonts/fontawesome-webfonte0a5.woff	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/font-awesome.min.css)
21:41:58	165548/165548	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22286ac-65a8b471-1fd85f4d987409ee;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/fonts/fontawesome-webfont.ttf?v=4.3.0	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/fonts/fontawesome-webfonte0a5.ttf	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/font-awesome.min.css)
21:41:58	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:%226c7db-65a8b46c-78a5638b6654407;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/fonts/fontawesome-webfont.svg?v=4.3.0	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/fonts/fontawesome-webfonte0a5.svg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/font-awesome.min.css)
21:41:58	111522/111522	---M--	200	added ('OK')	image/gif	etag:%221b3a2-65a8b47e-674373077d0e12fa;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/ajax-loader.gif	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/ajax-loader.gif	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/slick-theme.css)
21:41:58	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6187ad5b-de6f449e9d21e832;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/fonts/slick.eot	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/fonts/slick.eot	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/slick-theme.css)
21:41:58	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6187ad5b-de6f449e9d21e832;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/fonts/slick.eot?	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/fonts/slickd41d.eot	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/slick-theme.css)
21:41:59	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6187ad5b-de6f449e9d21e832;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/fonts/slick.woff	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/fonts/slick.woff	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/slick-theme.css)
21:41:59	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6187ad5b-de6f449e9d21e832;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/fonts/slick.ttf	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/fonts/slick.ttf	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/slick-theme.css)
21:41:59	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6187ad5b-de6f449e9d21e832;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/fonts/slick.svg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/fonts/slick.svg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/slick-theme.css)
21:42:00	21006/21006	---M--	200	added ('OK')	image/png	etag:%22520e-65a8b4e4-c6c11e9bd06176b4;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/loader-back-shape.png	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/loader-back-shape.png	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/css/style.css)
21:42:00	142849/142849	---M--	200	added ('OK')	image/jpeg	etag:%2222e01-65a8b477-b3e6a9bc3be945de;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/about-banner-img.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/about-banner-img.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/about-us.html)
21:42:00	8933/8933	---M--	200	added ('OK')	image/png	etag:%2222e5-65a8b47c-5c59b2c214c282f3;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/about-list-icon.png	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/about-list-icon.png	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/about-us.html)
21:42:00	9072/9072	---M--	200	added ('OK')	image/png	etag:%222370-65a8b47c-be31e9031b629ff8;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/about-quote.png	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/about-quote.png	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/about-us.html)
21:42:00	14088/14088	---M--	200	added ('OK')	image/png	etag:%223708-65a8b47d-70c4ed076a74e4fd;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/about-signature.png	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/about-signature.png	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/about-us.html)
21:42:01	71258/71258	---M--	200	added ('OK')	image/png	etag:%221165a-65a8b48b-3508c2350c179a15;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/chef-skill-img.png	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/chef-skill-img.png	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/about-us.html)
21:42:01	1352/1352	---M-Z	200	added ('OK')	application/x-javascript	etag:%22548-65a8b52a-64cea9f85ba78b9a;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/custom-scroll-count.js	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/custom-scroll-count.js	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/about-us.html)
21:42:01	94646/94646	---M--	200	added ('OK')	image/jpeg	etag:%22171b6-65a8b4fa-e5dbcaae3be3afed;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/offer-banner-img.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/offer-banner-img.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/offer.html)
21:42:02	83262/83262	---M--	200	added ('OK')	image/jpeg	etag:%221453e-65a8b4fc-8a47be619d519363;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/offer-img1.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/offer-img1.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/offer.html)
21:42:02	93092/93092	---M--	200	added ('OK')	image/jpeg	etag:%2216ba4-65a8b4fe-294256f8809815fa;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/offer-img2.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/offer-img2.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/offer.html)
21:42:02	168492/168492	---M--	200	added ('OK')	image/jpeg	etag:%222922c-65a8b4eb-bfca82741d72c57b;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-banner-img.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-banner-img.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/menu.html)
21:42:02	43217/43217	---M--	200	added ('OK')	image/jpeg	etag:%22a8d1-65a8b4ec-bb6a1e4f4f30cddf;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item1.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item1.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/menu.html)
21:42:03	32319/32319	---M--	200	added ('OK')	image/jpeg	etag:%227e3f-65a8b4f3-cacb3813bd2d83e4;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item2.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item2.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/menu.html)
21:42:03	27076/27076	---M--	200	added ('OK')	image/jpeg	etag:%2269c4-65a8b4ee-23960feee7ab8eb7;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item3.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item3.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/menu.html)
21:42:03	32086/32086	---M--	200	added ('OK')	image/jpeg	etag:%227d56-65a8b4f0-4685047d16e09b9c;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item4.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item4.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/menu.html)
21:42:03	31414/31414	---M--	200	added ('OK')	image/jpeg	etag:%227ab6-65a8b533-2f575fc49e09179d;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item5.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item5.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/menu.html)
21:42:04	39625/39625	---M--	200	added ('OK')	image/jpeg	etag:%229ac9-65a8b4f4-440372903b0444a0;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item6.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item6.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/menu.html)
21:42:04	34031/34031	---M--	200	added ('OK')	image/jpeg	etag:%2284ef-65a8b4f6-fbb0792a61366c44;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item7.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item7.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/menu.html)
21:42:04	34319/34319	---M--	200	added ('OK')	image/jpeg	etag:%22860f-65a8b4f8-2ab53bc7aa7e36fd;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item8.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/menu-item8.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/menu.html)
21:42:05	80206/80206	---M--	200	added ('OK')	image/jpeg	etag:%221394e-65a8b49d-cd1ce980acdd25e2;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/gallery-banner-img.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/gallery-banner-img.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/gallery.html)
21:42:05	104076/104076	---M--	200	added ('OK')	image/jpeg	etag:%221968c-65a8b4e7-dec06952a063f0c3;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/main-gallery-img1.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/main-gallery-img1.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/gallery.html)
21:42:05	77902/77902	---M--	200	added ('OK')	image/jpeg	etag:%221304e-65a8b4e7-f2ebe57a19ca966f;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/main-gallery-img2.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/main-gallery-img2.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/gallery.html)
21:42:05	93333/93333	---M--	200	added ('OK')	image/jpeg	etag:%2216c95-65a8b4e9-a13bd706a7f9ec1c;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/main-gallery-img3.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/main-gallery-img3.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/gallery.html)
21:42:05	89295/89295	---M--	200	added ('OK')	image/jpeg	etag:%2215ccf-65a8b4e9-9b78fd2d43303817;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/main-gallery-img4.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/main-gallery-img4.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/gallery.html)
21:42:06	93333/93333	---M--	200	added ('OK')	image/jpeg	etag:%2216c95-65a8b4eb-a99220a142afde61;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/main-gallery-img5.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/main-gallery-img5.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/gallery.html)
21:42:06	138348/138348	---M--	200	added ('OK')	image/jpeg	etag:%2221c6c-65a8b51f-975560a14820453c;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/team-banner-img.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/team-banner-img.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/team.html)
21:42:07	39539/39539	---M--	200	added ('OK')	image/jpeg	etag:%229a73-65a8b486-a964de33fe76dbaa;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/chef-img2.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/chef-img2.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/team.html)
21:42:07	35301/35301	---M--	200	added ('OK')	image/jpeg	etag:%2289e5-65a8b485-81f3ab346cf8f671;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/chef-img1.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/chef-img1.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/team.html)
21:42:07	35785/35785	---M--	200	added ('OK')	image/jpeg	etag:%228bc9-65a8b487-17d9593b8d4abc0;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/chef-img3.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/chef-img3.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/team.html)
21:42:07	33385/33385	---M--	200	added ('OK')	image/jpeg	etag:%228269-65a8b488-bff071b04e7210d9;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/chef-img4.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/chef-img4.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/team.html)
21:42:07	43220/43220	---M--	200	added ('OK')	image/jpeg	etag:%22a8d4-65a8b489-b9e7ef7ea4c0b55f;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/chef-img5.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/chef-img5.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/team.html)
21:42:08	32733/32733	---M--	200	added ('OK')	image/jpeg	etag:%227fdd-65a8b48a-f453eb8786137b96;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/chef-img6.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/chef-img6.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/team.html)
21:42:08	93991/93991	---M--	200	added ('OK')	image/jpeg	etag:%2216f27-65a8b483-cf42513543d1e024;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/blog-post-img1.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/blog-post-img1.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog.html)
21:42:08	6616/6616	---M--	200	added ('OK')	image/png	etag:%2219d8-65a8b4e2-4a394a73f8ae22cc;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/icon-tag.png	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/icon-tag.png	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog.html)
21:42:08	6861/6861	---M--	200	added ('OK')	image/png	etag:%221acd-65a8b4df-ef1c51cfb79a574d;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/icon-eye.png	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/icon-eye.png	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog.html)
21:42:09	6775/6775	---M--	200	added ('OK')	image/png	etag:%221a77-65a8b4e2-90453dbd0f7d271c;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/icon-message.png	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/icon-message.png	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog.html)
21:42:09	25708/25708	---M--	200	added ('OK')	image/jpeg	etag:%22646c-65a8b481-bb09795563250dff;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/blog-about-img.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/blog-about-img.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog.html)
21:42:09	47609/47609	---M--	200	added ('OK')	image/jpeg	etag:%22b9f9-65a8b507-82c4c1e05c66e4eb;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/recent-post-img1.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/recent-post-img1.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog.html)
